1.25,1.5,1.75,2,2.25,2.375,2.5,2.75,3,3.5,4,4.25
947.88,952.16,956.95,961.18,964.9,966.84,968.64,971.69,974.2,978.21,981.06,982.08
21.321,18.469,15.809,13.409,11.605,10.786,10.081,8.953,7.9962,6.5081,5.2762,4.6401
0.10037,0.10529,0.11123,0.11697,0.12207,0.12477,0.12732,0.13197,0.13582,0.14194,0.1463,0.14786
0.025552,0.02306,0.020756,0.01848,0.016829,0.016099,0.015412,0.013687,0.012224,0.0099493,0.008066,0.0070936
