1.25,1.5,1.75,2,2.25,2.375,2.5,2.75,3,3.5,4,4.25
929.67,933.73,938.29,942.4,946.01,947.9,949.61,952.51,954.81,958.03,958.94,957.63
20.702,17.874,15.39,13.107,11.365,10.561,9.8413,8.5578,7.4134,5.3183,2.9875,4.111
0.07511,0.078407,0.082697,0.086564,0.089982,0.091785,0.093617,0.09683,0.099478,0.10342,0.10451,0.10273
0.018276,0.016848,0.014907,0.013114,0.011797,0.011231,0.010743,0.0098364,0.0089575,0.0069506,0.0040775,0.0056108
