ID;Valid;Case;TubeCount;DistanceFactor;TotalMassFlow(kg/s);MassFlowPerTube (kg/s);InnerTubeRadius(m);PressureDrop(Pa);OutletTemperature(K);MeanTubeTemps(K);MaxTubeTemp(K);MinTubeTemp(K);HeatTransferBalance_Inlet/Outlet(W);HeatTransferPerAreaMean(W/m2);HeatTransferPerAreaSTD(W/m2);HeatTransferPerAreaVAR(W/m2);HeatTransferMean(W);HeatTransferSTD(W);HeatTransferVAR(W);TotalHeatTransfer(W);Total Heat Transfer averaged over all Tubes according to correlation Q(T_wall) (kW);HeatTransferPerMassFlow( W / kg/s);TotalHeatFlux by Radition (W);TotalHeatFlux by Conduction (W);HeatFluxRatio (Rad/Total);HeatFluxRatio (Cond/Total);TotalHeatInHotGas(1800K to 800K);;;ResidenceTimeTOTALFlueGas (s/kg);ResidenceTimeFlueGas (s/kg);Total view factor (-);Approximated View Factor Per Tube (-);Average Yield of CO (-);Average Space Time Yield of CO (mol/m3/s);Average Space Time Yield of H2 (mol/m3/s)
211;1;c-aligned;15;2.5;0.3;0.02;0.063;7.697642658;1118;970;1070;211;-182201;28344;4721;22285143;13000;2165;4688065;195002;-74.802;650005;186550;8454;95.67%;4.34%;;;;3.333333333;50;5.8042;0.386946667;0.22661;3.4188;28.97
212;1;c-aligned;15;2.75;0.3;0.02;0.063;7.354597777;1113;976;1078;212;-191206;29143;4857;23592010;13367;2228;4962987;200501;-76.323;668335;191430;9074;95.48%;4.53%;;;;3.333333333;50;5.3338;0.355586667;0.23852;3.5995;29.557
213;1;c-aligned;15;3;0.3;0.02;0.063;7.255185544;1109;981;1088;213;-192718;29920;5070;25704721;13723;2325;5407432;205849;-77.501;686162;196337;9514;95.38%;4.62%;;;;3.333333333;50;4.9159;0.327726667;0.25017;3.7762;30.122
214;#NV;c-aligned;15;3.5;0.3;0.02;0.063;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;-79.45;#NV;#NV;#NV;#NV;#NV;;;;3.333333333;50;4.2352;0.282346667;0.35473;5.3643;34.924
215;1;c-aligned;15;4;0.3;0.02;0.063;7.676473102;1108;992;1117;215;-204661;31786;6037;36450873;14579;2769;7668071;218686;-81.95;728954;204630;14058;93.57%;6.43%;;;;3.333333333;50;3.7145;0.247633333;0.27908;4.2152;31.443
216;1;c-aligned;15;4.25;0.3;0.02;0.063;7.427078407;1115;993;1124;216;-202931;31871;6149;37811122;14618;2820;7954223;219271;-84.735;730905;205208;14069;93.59%;6.42%;;;;3.333333333;50;3.4984;0.233226667;0.2805;4.2369;31.499
217;1;c-aligned;15;1.25;0.375;0.025;0.063;15.06734002;1175;917;1063;217;-126211;21146;8356;69817399;9699;3832;14687297;145479;-63.346;387945;138538;6942;95.23%;4.77%;;;;2.666666667;40;8.9597;0.597313333;0.13597;2.0502;22.855
218;1;c-aligned;15;1.5;0.375;0.025;0.063;14.41423668;1162;943;1072;218;-150794;24460;6365;40509894;11219;2919;8521957;168280;-68.961;448746;160398;7884;95.32%;4.68%;;;;2.666666667;40;8.3324;0.555493333;0.17396;2.6232;25.774
219;1;c-aligned;15;1.75;0.375;0.025;0.063;14.1639101;1151;960;1079;219;-173300;26779;5346;28579193;12283;2452;6012127;184239;-73.544;491303;175817;8424;95.43%;4.57%;;;;2.666666667;40;7.6496;0.509973333;0.20439;3.0827;27.695
220;1;c-aligned;15;2;0.375;0.025;0.063;13.57629203;1142;970;1084;220;-194795;28315;4896;23965984;12987;2245;5041659;194802;-76.772;519473;186066;8740;95.52%;4.49%;;;;2.666666667;40;6.9441;0.46294;0.22572;3.4053;28.911
221;1;c-aligned;15;2.25;0.375;0.025;0.063;12.78510961;1139;980;1089;221;-199269;29697;4745;22519124;13621;2177;4737287;204313;-79.447;544834;195538;8778;95.71%;4.30%;;;;2.666666667;40;6.3252;0.42168;0.24559;3.7063;29.949
222;1;c-aligned;15;2.375;0.375;0.025;0.063;12.71549411;1136;983;1090;222;-202499;30202;4716;22236877;13852;2163;4677911;207787;-80.549;554100;199100;8691;95.82%;4.18%;;;;2.666666667;40;6.0561;0.40374;0.25325;3.8225;30.324
223;1;c-aligned;15;2.5;0.375;0.025;0.063;12.39853821;1134;987;1092;223;-202195;30784;4754;22603838;14119;2181;4755108;211788;-81.319;564769;202970;8822;95.84%;4.17%;;;;2.666666667;40;5.8042;0.386946667;0.26223;3.9586;30.75
224;1;c-aligned;15;2.75;0.375;0.025;0.063;11.9122221;1130;992;1093;224;-212726;31679;4856;23578698;14530;2227;4960187;217949;-82.945;581198;208578;9375;95.70%;4.30%;;;;2.666666667;40;5.3338;0.355586667;0.27608;4.1688;31.401
225;1;c-aligned;15;3;0.375;0.025;0.063;11.67678055;1127;999;1098;225;-211840;32639;5019;25191716;14970;2302;5299513;224551;-84.311;598803;214496;10058;95.52%;4.48%;;;;2.666666667;40;4.9159;0.327726667;0.29082;4.3925;32.09
226;1;c-aligned;15;3.5;0.375;0.025;0.063;11.76657528;1127;1007;1119;226;-234317;33988;5337;28481560;15589;2448;5991588;233836;-86.492;623561;219508;14332;93.87%;6.13%;;;;2.666666667;40;4.2352;0.282346667;0.31171;4.7101;33.023
227;1;c-aligned;15;4;0.375;0.025;0.063;12.11317632;1127;1013;1132;227;-229547;34913;5924;35095012;16013;2717;7382843;240194;-88.845;640518;224432;15766;93.44%;6.56%;;;;2.666666667;40;3.7145;0.247633333;0.32631;4.9327;33.63
228;1;c-aligned;15;4.25;0.375;0.025;0.063;11.87399065;1134;1015;1141;228;-221314;35177;6023;36273981;16134;2762;7630859;242014;-91.73;645371;225968;16051;93.37%;6.63%;;;;2.666666667;40;3.4984;0.233226667;0.33071;4.9997;33.813
229;1;c-aligned;15;1.25;0.45;0.03;0.063;21.67977622;1188;926;1077;229;-123621;22332;8761;76756342;10243;4018;16147023;153641;-67.494;341424;145812;7833;94.90%;5.10%;;;;2.222222222;33.33333333;8.9597;0.597313333;0.14985;2.26;23.737
230;1;c-aligned;15;1.5;0.45;0.03;0.063;20.92547671;1174;954;1087;230;-160320;25973;6524;42563475;11913;2992;8953963;178692;-73.921;397093;169601;9096;94.91%;5.09%;;;;2.222222222;33.33333333;8.3324;0.555493333;0.19397;2.9257;26.924
231;1;c-aligned;15;1.75;0.45;0.03;0.063;20.60541094;1162;971;1093;231;-188972;28400;5428;29460517;13026;2489;6197529;195387;-78.303;434194;185929;9461;95.16%;4.84%;;;;2.222222222;33.33333333;7.6496;0.509973333;0.22676;3.4214;28.903
232;1;c-aligned;15;2;0.45;0.03;0.063;19.33535699;1156;983;1099;232;-220007;30191;4918;24188428;13847;2256;5088454;207707;-82.411;461572;197375;10335;95.03%;4.98%;;;;2.222222222;33.33333333;6.9441;0.46294;0.25283;3.8161;30.286
233;1;c-aligned;15;2.25;0.45;0.03;0.063;18.24480568;1155;992;1104;233;-218339;31587;4779;22836790;14487;2192;4804114;217312;-85.373;482917;207662;9654;95.56%;4.44%;;;;2.222222222;33.33333333;6.3252;0.42168;0.27442;4.1437;31.317
234;1;c-aligned;15;2.375;0.45;0.03;0.063;18.49487245;1150;995;1105;234;-217973;32027;4745;22517805;14690;2176;4737010;220344;-86.581;489653;211289;9059;95.89%;4.11%;;;;2.222222222;33.33333333;6.0561;0.40374;0.28127;4.2477;31.639
235;1;c-aligned;15;2.5;0.45;0.03;0.063;18.19455882;1148;999;1108;235;-217551;32610;4769;22740251;14957;2187;4783805;224355;-87.42;498566;215192;9167;95.92%;4.09%;;;;2.222222222;33.33333333;5.8042;0.386946667;0.29028;4.3845;32.059
236;1;c-aligned;15;2.75;0.45;0.03;0.063;17.59046058;1143;1005;1110;236;-229725;33574;4843;23450445;15399;2221;4933206;230985;-89.254;513301;221193;9797;95.76%;4.24%;;;;2.222222222;33.33333333;5.3338;0.355586667;0.30504;4.6085;32.748
237;1;c-aligned;15;3;0.45;0.03;0.063;17.04637433;1142;1012;1114;237;-229433;34653;4973;24732509;15894;2281;5202911;238410;-90.721;529800;227833;10581;95.56%;4.44%;;;;2.222222222;33.33333333;4.9159;0.327726667;0.32163;4.8606;33.492
238;1;c-aligned;15;3.5;0.45;0.03;0.063;17.16113934;1142;1022;1128;238;-256473;36269;5312;28222156;16635;2437;5937019;249528;-93.018;554506;233915;15618;93.74%;6.26%;;;;2.222222222;33.33333333;4.2352;0.282346667;0.34725;5.2508;34.573
239;1;c-aligned;15;4;0.45;0.03;0.063;17.5370726;1144;1030;1143;239;-248542;37528;5787;33491843;17212;2654;7045588;258186;-95.252;573746;240242;17947;93.05%;6.95%;;;;2.222222222;33.33333333;3.7145;0.247633333;0.36755;5.5602;35.395
240;1;c-aligned;15;4.25;0.45;0.03;0.063;16.79588369;1159;1033;1154;240;-227952;38065;5742;32975095;17459;2634;6936881;261882;-98.239;581959;244246;17636;93.27%;6.73%;;;;2.222222222;33.33333333;3.4984;0.233226667;0.37635;5.6944;35.757
241;1;c-aligned;15;1.25;0.525;0.035;0.063;30.11994973;1195;933;1085;241;-132079;23152;8841;78169749;10619;4055;16444358;159279;-36.911;303389;150577;8706;94.54%;5.47%;;;;1.904761905;28.57142857;8.9597;0.597313333;0.15949;2.4056;24.37
242;1;c-aligned;15;1.5;0.525;0.035;0.063;29.27444314;1181;962;1095;242;-168613;26997;6533;42676497;12382;2996;8977739;185733;-39.067;353777;175241;10488;94.35%;5.65%;;;;1.904761905;28.57142857;8.3324;0.555493333;0.20768;3.1333;27.702
243;1;c-aligned;15;1.75;0.525;0.035;0.063;28.4747967;1171;980;1102;243;-203674;29633;5415;29320181;13592;2484;6168007;203873;-40.256;388330;193306;10571;94.82%;5.19%;;;;1.904761905;28.57142857;7.6496;0.509973333;0.24457;3.6913;29.813
244;1;c-aligned;15;2;0.525;0.035;0.063;27.72625778;1164;991;1106;244;-236006;31235;4849;23508491;14326;2224;4945418;214891;-41.126;409316;204378;10517;95.11%;4.89%;;;;1.904761905;28.57142857;6.9441;0.46294;0.26852;4.0543;31.041
245;1;c-aligned;15;2.25;0.525;0.035;0.063;25.72347527;1165;1001;1114;245;-237079;32833;4734;22412719;15059;2171;4714903;225888;-41.738;430263;215850;10042;95.56%;4.45%;;;;1.904761905;28.57142857;6.3252;0.42168;0.29344;4.4324;32.207
246;1;c-aligned;15;2.375;0.525;0.035;0.063;24.92895259;1164;1005;1117;246;-237037;33479;4729;22363892;15355;2169;4704631;230330;-42.041;438724;220328;10006;95.66%;4.34%;;;;1.904761905;28.57142857;6.0561;0.40374;0.30339;4.5835;32.67
247;1;c-aligned;15;2.5;0.525;0.035;0.063;24.26594665;1163;1009;1120;247;-232514;34148;4746;22527319;15662;2177;4739011;234935;-42.282;447496;224986;9954;95.76%;4.24%;;;;1.904761905;28.57142857;5.8042;0.386946667;0.31364;4.7391;33.145
248;1;c-aligned;15;2.75;0.525;0.035;0.063;23.37271789;1163;1017;1125;248;-241815;35376;4778;22833027;16226;2192;4803322;243384;-42.766;463588;232724;10665;95.62%;4.38%;;;;1.904761905;28.57142857;5.3338;0.355586667;0.33265;5.028;33.997
249;1;c-aligned;15;3;0.525;0.035;0.063;23.6805775;1155;1022;1128;249;-254289;36244;4894;23946978;16623;2244;5037661;249352;-43.208;474956;237841;11515;95.38%;4.62%;;;;1.904761905;28.57142857;4.9159;0.327726667;0.34633;5.2363;34.574
250;1;c-aligned;15;3.5;0.525;0.035;0.063;23.54799988;1155;1035;1140;250;-274223;38243;5271;27782035;17540;2418;5844431;263105;-44.265;501153;246148;16963;93.55%;6.45%;;;;1.904761905;28.57142857;4.2352;0.282346667;0.37875;5.7304;35.895
251;1;c-aligned;15;4;0.525;0.035;0.063;23.85074448;1166;1044;1153;251;-252475;39676;5591;31259308;18198;2564;6575936;272964;-45.917;519931;253161;19807;92.75%;7.26%;;;;1.904761905;28.57142857;3.7145;0.247633333;0.40202;6.0854;36.81
252;1;c-aligned;15;4.25;0.525;0.035;0.063;22.43226178;1174;1046;1164;252;-244917;40084;5604;31405377;18385;2570;6606664;275774;-47.051;525283;256626;19153;93.06%;6.95%;;;;1.904761905;28.57142857;3.4984;0.233226667;0.40859;6.1856;37.082
253;1;d-rectangle;14;1.25;0.07;0.005;0.063;0.300529944;1100;863;961;253;-86411;13455;2993;8955451;6171;1373;1883986;86400;-48.842;1234287;81070;5331;93.83%;6.17%;;;;14.28571429;200;7.2276;0.516257143;0.059191;0.89239;17.339
254;1;d-rectangle;14;1.5;0.07;0.005;0.063;0.285611662;1076;869;966;254;-89829;13994;2924;8548041;6419;1341;1798278;89862;-51.507;1283744;84120;5741;93.61%;6.39%;;;;14.28571429;200;6.4224;0.458742857;0.064774;0.97624;17.959
255;1;d-rectangle;14;1.75;0.07;0.005;0.063;0.275264708;1061;872;973;255;-91986;14326;3183;10128552;6571;1460;2130775;91991;-53.046;1314150;86120;5871;93.62%;6.38%;;;;14.28571429;200;5.7302;0.4093;0.06811;1.0264;18.279
256;1;d-rectangle;14;2;0.07;0.005;0.063;0.268638567;1049;875;982;256;-93511;14563;3615;13071004;6680;1658;2749788;93516;-54.002;1335948;87617;5900;93.69%;6.31%;;;;14.28571429;200;5.1379;0.366992857;0.070879;1.0681;18.491
257;1;d-rectangle;14;2.25;0.07;0.005;0.063;0.26528034;1040;876;994;257;-94618;14736;4200;17638180;6759;1926;3710599;94625;-54.965;1351782;88718;5907;93.76%;6.24%;;;;14.28571429;200;4.6283;0.330592857;0.073327;1.105;18.633
258;1;d-rectangle;14;2.375;0.07;0.005;0.063;0.271026477;1036;876;1001;258;-94275;14778;4570;20880497;6778;2096;4392715;94896;-42.811;1355660;89004;5892;93.79%;6.21%;;;;14.28571429;200;4.4078;0.314842857;0.074348;1.1205;18.665
259;1;d-rectangle;14;2.5;0.07;0.005;0.063;0.2662443;1032;877;1007;259;-95420;14861;4861;23629216;6816;2230;4970951;95427;-43.426;1363245;89501;5926;93.79%;6.21%;;;;14.28571429;200;4.206;0.300428571;0.075755;1.1418;18.73
260;1;d-rectangle;14;2.75;0.07;0.005;0.063;0.271774348;1027;877;1023;260;-95955;14944;5582;31162310;6854;2560;6555712;95962;-56.827;1370892;89999;5964;93.79%;6.21%;;;;14.28571429;200;3.8448;0.274628571;0.078278;1.18;18.79
261;1;d-rectangle;14;3;0.07;0.005;0.063;0.273667789;1023;877;1042;261;-96199;14982;6389;40823336;6872;2931;8588132;96206;-58.119;1374369;90189;6017;93.75%;6.25%;;;;14.28571429;200;3.5345;0.252464286;0.080692;1.2167;18.811
262;1;d-rectangle;14;3.5;0.07;0.005;0.063;0.338272611;1019;876;1079;262;-96204;14983;7895;62331920;6872;3621;13112959;96211;-65.023;1374448;89974;6237;93.52%;6.48%;;;;14.28571429;200;3.0392;0.217085714;0.085471;1.2898;18.799
263;1;d-rectangle;14;4;0.07;0.005;0.063;0.490714803;1016;876;1117;263;-96312;15001;9302;86533732;6880;4267;18204369;96324;-55.549;1376056;89394;6930;92.81%;7.19%;;;;14.28571429;200;2.6637;0.190264286;0.090371;1.365;18.796
264;1;d-rectangle;14;4.25;0.07;0.005;0.063;0.57392645;1037;872;1132;264;-93570;14574;9877;97549148;6684;4530;20521716;93581;-56.327;1336875;86869;6712;92.83%;7.17%;;;;14.28571429;200;2.5083;0.179164286;0.08967;1.3552;18.474
265;1;d-rectangle;14;1.25;0.14;0.01;0.063;1.013074245;1174;910;1011;265;-126926;19771;3650;13321293;9068;1674;2802442;126957;-55.819;906836;119551;7406;94.17%;5.83%;;;;7.142857143;100;7.2276;0.516257143;0.11255;1.6954;22.029
266;1;d-rectangle;14;1.5;0.14;0.01;0.063;0.958711338;1145;921;1015;266;-133702;20812;3208;10289962;9546;1471;2164731;133641;-59.134;954581;125630;8011;94.01%;5.99%;;;;7.142857143;100;6.4224;0.458742857;0.12706;1.9139;23.158
267;1;d-rectangle;14;1.75;0.14;0.01;0.063;0.913274155;1126;926;1022;267;-138049;21488;3294;10848005;9856;1511;2282128;137980;-61.117;985573;129757;8224;94.04%;5.96%;;;;7.142857143;100;5.7302;0.4093;0.13597;2.0482;23.782
268;1;d-rectangle;14;2;0.14;0.01;0.063;0.87908558;1111;930;1030;268;-141279;22002;3643;13272216;10091;1671;2792117;141280;-62.435;1009142;132991;8288;94.13%;5.87%;;;;7.142857143;100;5.1379;0.366992857;0.1431;2.1558;24.22
269;1;d-rectangle;14;2.25;0.14;0.01;0.063;0.858835148;1098;933;1042;269;-143971;22421;4211;17733569;10284;1931;3730666;143972;-43.784;1028370;135606;8366;94.19%;5.81%;;;;7.142857143;100;4.6283;0.330592857;0.14913;2.2471;24.552
270;1;d-rectangle;14;2.375;0.14;0.01;0.063;0.910525735;1090;935;1053;270;-141234;22599;4767;22720781;10366;2186;4779863;145118;-64.2;1036554;136829;8288;94.29%;5.71%;;;;7.142857143;100;4.4078;0.314842857;0.15204;2.2912;24.68
271;1;d-rectangle;14;2.5;0.14;0.01;0.063;0.8570588;1087;936;1057;271;-146204;22769;4909;24102801;10443;2252;5070581;146205;-42.241;1044323;137755;8451;94.22%;5.78%;;;;7.142857143;100;4.206;0.300428571;0.15439;2.3268;24.812
272;1;d-rectangle;14;2.75;0.14;0.01;0.063;0.894537838;1078;938;1074;272;-147920;23036;5658;32018043;10566;2595;6735735;147922;-65.823;1056589;139307;8615;94.18%;5.82%;;;;7.142857143;100;3.8448;0.274628571;0.15889;2.3952;25.002
273;1;d-rectangle;14;3;0.14;0.01;0.063;0.923340814;1069;939;1095;273;-149261;23245;6543;42815150;10662;3001;9007156;149264;-67.373;1066169;140425;8839;94.08%;5.92%;;;;7.142857143;100;3.5345;0.252464286;0.16347;2.465;25.145
274;1;d-rectangle;14;3.5;0.14;0.01;0.063;1.09274124;1060;939;1140;274;-150248;23399;8340;69562626;10732;3825;14634105;150251;-60.216;1073222;140571;9680;93.56%;6.44%;;;;7.142857143;100;3.0392;0.217085714;0.17014;2.5677;25.214
275;1;d-rectangle;14;4;0.14;0.01;0.063;1.723435269;1096;931;1179;275;-142704;22225;10510;110464048;10194;4821;23238664;142713;-76.196;1019379;131673;11040;92.26%;7.74%;;;;7.142857143;100;2.6637;0.190264286;0.16272;2.458;24.236
276;1;d-rectangle;14;4.25;0.14;0.01;0.063;2.242348108;1117;925;1192;276;-138224;21525;11123;123732056;9873;5102;26029896;138220;-66.921;987284;127584;10636;92.31%;7.69%;;;;7.142857143;100;2.5083;0.179164286;0.15775;2.3838;23.696
277;1;d-rectangle;14;1.25;0.21;0.015;0.063;2.108538385;1236;945;1049;277;-159474;24840;4173;17410687;11393;1914;3662740;159507;-62.002;759555;150381;9123;94.28%;5.72%;;;;4.761904762;66.66666667;7.2276;0.516257143;0.16971;2.5579;25.809
278;1;d-rectangle;14;1.5;0.21;0.015;0.063;1.988289255;1207;959;1054;278;-169122;26343;3444;11860401;12082;1580;2495109;169154;-65.998;805493;159393;9760;94.23%;5.77%;;;;4.761904762;66.66666667;6.4224;0.458742857;0.1945;2.9323;27.334
279;1;d-rectangle;14;1.75;0.21;0.015;0.063;1.882681929;1187;967;1059;279;-175506;27318;3357;11268384;12530;1540;2370565;175416;-68.481;835312;165449;9968;94.32%;5.68%;;;;4.761904762;66.66666667;5.7302;0.4093;0.20959;3.1604;28.183
280;1;d-rectangle;14;2;0.21;0.015;0.063;1.810242939;1172;972;1067;280;-180201;28063;3581;12825967;12872;1643;2698238;180204;-70.026;858112;170105;10098;94.40%;5.60%;;;;4.761904762;66.66666667;5.1379;0.366992857;0.22082;3.3304;28.779
281;1;d-rectangle;14;2.25;0.21;0.015;0.063;1.761751707;1158;976;1078;281;-184223;28689;3960;15680860;13159;1816;3298831;184222;-71.549;877249;173870;10352;94.38%;5.62%;;;;4.761904762;66.66666667;4.6283;0.330592857;0.23052;3.4775;29.254
282;1;d-rectangle;14;2.375;0.21;0.015;0.063;1.869256074;1148;979;1093;282;-174773;29117;4782;22871810;13355;2194;4811635;186970;-72.176;890331;177008;9961;94.67%;5.33%;;;;4.761904762;66.66666667;4.4078;0.314842857;0.23772;3.587;29.555
283;1;d-rectangle;14;2.5;0.21;0.015;0.063;1.751119904;1146;980;1092;283;-187757;29239;4685;21950946;13411;2149;4617889;187755;-72.756;894073;177344;10411;94.45%;5.55%;;;;4.761904762;66.66666667;4.206;0.300428571;0.2395;3.6141;29.653
284;1;d-rectangle;14;2.75;0.21;0.015;0.063;1.830131527;1136;983;1108;284;-190686;29695;5369;28820978;13620;2462;6063158;190683;-73.917;908014;180057;10626;94.43%;5.57%;;;;4.761904762;66.66666667;3.8448;0.274628571;0.24688;3.7262;29.971
285;1;d-rectangle;14;3;0.21;0.015;0.063;1.910384554;1126;985;1130;285;-193138;30077;6177;38151508;13795;2833;8026051;193136;-130.57;919696;182064;11072;94.27%;5.73%;;;;4.761904762;66.66666667;3.5345;0.252464286;0.25347;3.8268;30.224
286;1;d-rectangle;14;3.5;0.21;0.015;0.063;2.589527169;1118;992;1183;286;-157541;31048;8101;65620920;14241;3715;13804901;199371;-338.62;949384;186234;13136;93.41%;6.59%;;;;4.761904762;66.66666667;3.0392;0.217085714;0.27019;4.0829;30.822
287;1;d-rectangle;14;4;0.21;0.015;0.063;4.156219952;1124;963;1210;287;-152013;26707;10801;116671180;12249;4954;24543800;171491;-86.78;816624;158108;13384;92.20%;7.80%;;;;4.761904762;66.66666667;2.6637;0.190264286;0.21642;3.2711;27.518
288;1;d-rectangle;14;4.25;0.21;0.015;0.063;4.928612609;1175;957;1226;288;-141121;25881;11874;140981595;11871;5446;29657916;166188;-77.479;791371;152985;13205;92.06%;7.95%;;;;4.761904762;66.66666667;2.5083;0.179164286;0.20998;3.1751;26.846
289;1;d-rectangle;14;1.25;0.28;0.02;0.063;7.929486592;1153;932;1041;289;-132397;22691;4640;21534218;10408;2128;4530095;145706;-67.531;520380;139270;6438;95.58%;4.42%;;;;3.571428571;50;7.2276;0.516257143;0.14509;2.1864;24.22
290;1;d-rectangle;14;1.5;0.28;0.02;0.063;7.632733857;1140;952;1050;290;-149336;25199;4290;18403870;11558;1968;3871572;161806;-72.41;577878;154749;7059;95.64%;4.36%;;;;3.571428571;50;6.4224;0.458742857;0.18076;2.7249;26.464
291;1;d-rectangle;14;1.75;0.28;0.02;0.063;7.412098225;1131;965;1067;291;-158847;26925;4480;20072871;12349;2055;4222676;172889;-75.304;617461;165392;7500;95.66%;4.34%;;;;3.571428571;50;5.7302;0.4093;0.20566;3.1015;27.866
292;1;d-rectangle;14;2;0.28;0.02;0.063;7.019335843;1127;975;1084;292;-168076;28397;4889;23900065;13025;2242;5027792;182344;-77.008;651229;174327;8020;95.60%;4.40%;;;;3.571428571;50;5.1379;0.366992857;0.22736;3.4302;28.993
293;1;d-rectangle;14;2.25;0.28;0.02;0.063;6.552676706;1121;981;1100;293;-177264;29406;5481;30038802;13487;2514;6319181;188819;-78.933;674355;180221;8601;95.45%;4.56%;;;;3.571428571;50;4.6283;0.330592857;0.2429;3.6661;29.737
294;1;d-rectangle;14;2.375;0.28;0.02;0.063;6.400481461;1118;984;1111;294;-167884;29771;5792;33549025;13655;2657;7057617;191167;-79.613;682738;182429;8741;95.43%;4.57%;;;;3.571428571;50;4.4078;0.314842857;0.24863;3.7531;29.994
295;1;d-rectangle;14;2.5;0.28;0.02;0.063;6.248981113;1115;984;1118;295;-169699;29813;5827;33955616;13674;2673;7143151;191437;-80.346;683703;182335;9105;95.25%;4.76%;;;;3.571428571;50;4.206;0.300428571;0.24921;3.762;30.024
296;1;d-rectangle;14;2.75;0.28;0.02;0.063;6.576603149;1114;988;1123;296;-192652;30375;6212;38592909;13932;2849;8118686;195045;-81.531;696589;182986;12060;93.82%;6.18%;;;;3.571428571;50;3.8448;0.274628571;0.25841;3.9019;30.426
297;1;d-rectangle;14;3;0.28;0.02;0.063;7.363051083;1115;992;1137;297;-209336;31053;6998;48967467;14243;3210;10301153;199401;-171.45;712145;185836;13566;93.20%;6.80%;;;;3.571428571;50;3.5345;0.252464286;0.26951;4.0709;30.885
298;1;d-rectangle;14;3.5;0.28;0.02;0.063;4.589968035;1168;1032;1215;298;-168873;37279;7612;57938201;17099;3491;12188660;239380;-93.254;854929;223550;15829;93.39%;6.61%;;;;3.571428571;50;3.0392;0.217085714;0.36389;5.5067;35.126
299;#NV;d-rectangle;14;4;0.28;0.02;0.063;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;-96.079;#NV;#NV;#NV;#NV;#NV;;;;3.571428571;50;2.6637;0.190264286;0.28939;4.3781;31.392
300;1;d-rectangle;14;4.25;0.28;0.02;0.063;8.913349147;1223;981;1249;300;-153996;29288;12379;153236583;13433;5678;32235964;188062;-86.679;671651;173580;14492;92.30%;7.71%;;;;3.571428571;50;2.5083;0.179164286;0.25409;3.8445;29.231
301;1;d-rectangle;14;1.25;0.35;0.025;0.063;12.59944124;1164;945;1059;301;-144147;24512;4834;23367905;11243;2217;4915843;157398;-72.753;449710;150377;7025;95.54%;4.46%;;;;2.857142857;40;7.2276;0.516257143;0.16693;2.5161;25.605
302;1;d-rectangle;14;1.5;0.35;0.025;0.063;12.18072436;1152;967;1070;302;-166134;27293;4386;19240764;12518;2012;4047627;175252;-78.337;500721;167713;7543;95.70%;4.30%;;;;2.857142857;40;6.4224;0.458742857;0.20889;3.1505;28.037
303;1;d-rectangle;14;1.75;0.35;0.025;0.063;11.96201754;1143;980;1077;303;-176673;29143;4481;20075887;13367;2055;4223310;187135;-81.66;534671;179174;7964;95.75%;4.26%;;;;2.857142857;40;5.7302;0.4093;0.2365;3.5684;29.505
304;1;d-rectangle;14;2;0.35;0.025;0.063;11.30038797;1139;991;1095;304;-189005;30828;4861;23631183;14140;2230;4971228;197954;-83.564;565582;189383;8574;95.67%;4.33%;;;;2.857142857;40;5.1379;0.366992857;0.26286;3.9684;30.768
305;1;d-rectangle;14;2.25;0.35;0.025;0.063;10.63763625;1134;999;1112;305;-199600;32080;5401;29174321;14714;2477;6137323;205994;-85.719;588553;196688;9309;95.48%;4.52%;;;;2.857142857;40;4.6283;0.330592857;0.28269;4.2695;31.672
306;1;d-rectangle;14;2.375;0.35;0.025;0.063;10.54504801;1130;1002;1122;306;-191163;32530;5640;31812148;14920;2587;6692235;208882;-86.441;596806;199210;9676;95.37%;4.63%;;;;2.857142857;40;4.4078;0.314842857;0.28976;4.377;31.986
307;1;d-rectangle;14;2.5;0.35;0.025;0.063;10.34240912;1130;1003;1129;307;-199076;32671;5614;31511917;14985;2575;6629077;209784;-87.176;599384;199286;10504;95.00%;5.01%;;;;2.857142857;40;4.206;0.300428571;0.292;4.4111;32.088
308;1;d-rectangle;14;2.75;0.35;0.025;0.063;10.84185794;1133;1010;1139;308;-214827;33726;6395;40898491;15469;2933;8603705;216564;-88.457;618754;202564;14001;93.54%;6.46%;;;;2.857142857;40;3.8448;0.274628571;0.30883;4.6673;32.803
309;1;d-rectangle;14;3;0.35;0.025;0.063;11.17864407;1131;1014;1153;309;-233481;34414;6976;48659971;15784;3199;10236466;220980;-240.42;631370;205416;15563;92.96%;7.04%;;;;2.857142857;40;3.5345;0.252464286;0.32002;4.8379;33.254
310;1;d-rectangle;14;3.5;0.35;0.025;0.063;6.56261103;1207;1064;1235;310;-226806;42260;6960;48445284;19383;3192;10191631;271364;-100.75;775326;252923;18441;93.20%;6.80%;;;;2.857142857;40;3.0392;0.217085714;0.4424;6.704;38.299
311;1;d-rectangle;14;4;0.35;0.025;0.063;12.58935818;1179;1025;1265;311;-238141;35921;10793;116484260;16476;4950;24504478;230658;-107.48;659022;211958;18698;91.89%;8.11%;;;;2.857142857;40;2.6637;0.190264286;0.34261;5.1878;33.858
