ID;Valid;Case;TubeCount;DistanceFactor;TotalMassFlow(kg/s);MassFlowPerTube (kg/s);InnerTubeRadius(m);PressureDrop(Pa);OutletTemperature(K);MeanTubeTemps(K);MaxTubeTemp(K);MinTubeTemp(K);HeatTransferBalance_Inlet/Outlet(W);HeatTransferPerAreaMean(W/m2);HeatTransferPerAreaSTD(W/m2);HeatTransferPerAreaVAR(W/m2);HeatTransferMean(W);HeatTransferSTD(W);HeatTransferVAR(W);TotalHeatTransfer(W);Total Heat Transfer averaged over all Tubes according to correlation Q(T_wall) (kW);HeatTransferPerMassFlow( W / kg/s);TotalHeatFlux by Radition (W);TotalHeatFlux by Conduction (W);HeatFluxRatio (Rad/Total);HeatFluxRatio (Cond/Total);TotalHeatInHotGas(1800K to 800K);;;ResidenceTimeTOTALFlueGas (s/kg);ResidenceTimeFlueGas (s/kg);Total view factor (-);Approximated View Factor Per Tube (-);Average Yield of CO (-);Average Space Time Yield of CO (mol/m3/s);Average Space Time Yield of H2 (mol/m3/s)
787;1;b-staggered;14;2.027777778;0.21;0.015;0.08;1.766968303;1136;949;1008;787;-191444;24183;5035;25352777;13675;2847;8107001;191453;;911681;180039;11414;94.04%;5.96%;;;;4.761904762;66.66666667;2.8604;0.204314973;0.12361;1.864;22.773
788;1;b-staggered;14;2.230555556;0.21;0.015;0.08;1.744910722;1124;952;1011;788;-195239;24662;4955;24554447;13946;2802;7851721;195243;;929726;183621;11622;94.05%;5.95%;;;;4.761904762;66.66666667;2.6019;0.185847606;0.12784;1.9278;23.106
789;1;b-staggered;14;2.433333333;0.21;0.015;0.08;1.726894956;1112;955;1015;789;-198654;25093;5046;25457902;14190;2853;8140617;198657;;945985;186839;11818;94.05%;5.95%;;;;4.761904762;66.66666667;2.3861;0.17043664;0.132;1.9907;23.4
790;1;b-staggered;14;2.838888889;0.21;0.015;0.08;3.474660707;1056;950;1048;790;-188809;24404;6685;44691221;13800;3780;14290552;193199;;919997;180470;12730;93.41%;6.59%;;;;4.761904762;66.66666667;2.0468;0.146200275;0.1289;1.9447;22.935
791;1;b-staggered;14;3.244444444;0.21;0.015;0.08;2.76877076;1076;968;1080;791;-107262;27353;7715;59520882;15467;4363;19032883;216544;;1031163;204178;12365;94.29%;5.71%;;;;4.761904762;66.66666667;1.7923;0.128024806;0.15952;2.4085;24.871
792;1;b-staggered;14;3.447222222;0.21;0.015;0.08;2.054930404;1068;964;1061;792;-210689;26614;7443;55401441;15050;4209;17715596;210693;;1003301;197439;13254;93.71%;6.29%;;;;4.761904762;66.66666667;1.6876;0.120546392;0.15152;2.2871;24.394
793;1;b-staggered;14;1.013888889;0.28;0.02;0.08;8.205614996;1159;891;1003;775;-112709;16663;10335;106810044;9423;5844;34153795;131916;;471130;129606;1335;98.25%;1.01%;;;;3.571428571;50;5.5494;0.396385502;0.071436;1.0787;17.245
794;1;b-staggered;14;1.216666667;0.28;0.02;0.08;8.023810085;1140;917;1019;794;-145582;19955;8636;74576307;11284;4883;23846666;157979;;564212;149995;7985;94.95%;5.05%;;;;3.571428571;50;4.6980;0.335572587;0.091793;1.3851;19.605
795;1;b-staggered;14;1.419444444;0.28;0.02;0.08;7.862976285;1127;934;1023;795;-165638;22094;7361;54180308;12494;4162;17324801;174910;;624678;165369;9542;94.55%;5.46%;;;;3.571428571;50;4.0607;0.290047278;0.10776;1.6256;21.195
796;1;b-staggered;14;1.622222222;0.28;0.02;0.08;7.480703639;1118;944;1024;796;-177321;23526;6662;44382449;13303;3767;14191819;186245;;665161;176358;9889;94.69%;5.31%;;;;3.571428571;50;3.5666;0.254758127;0.11955;1.8033;22.23
797;1;b-staggered;14;1.825;0.28;0.02;0.08;7.121557416;1110;951;1024;797;-182180;24542;6326;40012852;13878;3577;12794588;194292;;693899;184737;9557;95.08%;4.92%;;;;3.571428571;50;3.1755;0.22682038;0.12839;1.9366;22.947
798;1;b-staggered;14;1.925;0.28;0.02;0.08;7.007122173;1106;955;1025;798;-183093;25142;6294;39610930;14217;3559;12666068;199041;;710861;189015;10029;94.96%;5.04%;;;;3.571428571;50;3.0098;0.214987042;0.13406;2.0223;23.363
799;1;b-staggered;14;2.027777778;0.28;0.02;0.08;6.855695305;1101;958;1030;799;-187189;25659;6275;39377652;14509;3548;12591475;203132;;725471;193054;10080;95.04%;4.96%;;;;3.571428571;50;2.8604;0.204314973;0.13945;2.1039;23.722
800;#NV;b-staggered;14;2.230555556;0.28;0.02;0.08;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;;#NV;#NV;#NV;#NV;#NV;;;;3.571428571;50;2.6019;0.185847606;0.097315;1.4665;21.09
801;1;b-staggered;14;2.433333333;0.28;0.02;0.08;6.294861913;1087;967;1049;801;-203368;27048;6467;41822877;15295;3657;13373365;214127;;764738;203055;11075;94.83%;5.17%;;;;3.571428571;50;2.3861;0.17043664;0.15397;2.3235;24.669
802;1;b-staggered;14;2.838888889;0.28;0.02;0.08;6.466280431;1076;974;1060;802;-220254;28154;6762;45724323;15920;3824;14620899;222887;;796023;208121;14766;93.38%;6.63%;;;;3.571428571;50;2.0468;0.146200275;0.16649;2.5133;25.416
803;1;b-staggered;14;3.244444444;0.28;0.02;0.08;6.522938322;1075;978;1068;803;-211770;28909;7449;55485381;16347;4212;17742114;228865;;817374;213585;15282;93.32%;6.68%;;;;3.571428571;50;1.7923;0.128024806;0.17641;2.6641;25.916
804;1;b-staggered;14;3.447222222;0.28;0.02;0.08;4.201674077;1117;1002;1101;804;-155355;33040;7801;60863246;18684;4412;19462163;261570;;934177;246018;15551;94.05%;5.95%;;;;3.571428571;50;1.6876;0.120546392;0.2242;3.3888;28.63
805;1;b-staggered;14;1.013888889;0.35;0.025;0.08;13.25229458;1168;898;1017;775;-123108;17766;10920;119245225;10046;6175;38130093;140650;;401858;138085;1598;98.18%;1.14%;;;;2.857142857;40;5.5494;0.396385502;0.079447;1.1997;17.859
806;1;b-staggered;14;1.216666667;0.35;0.025;0.08;12.69547088;1152;929;1037;806;-157485;21640;9178;84230648;12237;5190;26933757;171317;;489478;162323;8999;94.75%;5.25%;;;;2.857142857;40;4.6980;0.335572587;0.10605;1.6005;20.684
807;1;b-staggered;14;1.419444444;0.35;0.025;0.08;12.43895711;1139;947;1042;807;-181843;24121;7762;60250716;13640;4389;19265887;190957;;545592;180342;10618;94.44%;5.56%;;;;2.857142857;40;4.0607;0.290047278;0.12624;1.9048;22.529
808;1;b-staggered;14;1.622222222;0.35;0.025;0.08;11.96627369;1131;958;1044;808;-197135;25651;6971;48589686;14505;3942;15537133;203069;;580197;192311;10760;94.70%;5.30%;;;;2.857142857;40;3.5666;0.254758127;0.13986;2.1102;23.636
809;1;b-staggered;14;1.825;0.35;0.025;0.08;11.42425547;1122;965;1044;809;-205412;26707;6580;43301138;15102;3721;13846056;211431;;604089;201252;10182;95.19%;4.82%;;;;2.857142857;40;3.1755;0.22682038;0.15;2.2634;24.383
810;1;b-staggered;14;1.925;0.35;0.025;0.08;11.15379573;1119;969;1045;810;-207747;27394;6524;42558685;15491;3689;13608648;216869;;619625;206263;10609;95.11%;4.89%;;;;2.857142857;40;3.0098;0.214987042;0.15728;2.3736;24.857
811;1;b-staggered;14;2.027777778;0.35;0.025;0.08;10.91773629;1116;973;1046;811;-210323;28043;6463;41775107;15858;3655;13358090;222006;;634302;211242;10766;95.15%;4.85%;;;;2.857142857;40;2.8604;0.204314973;0.16407;2.4763;25.3
812;#NV;b-staggered;14;2.230555556;0.35;0.025;0.08;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;;#NV;#NV;#NV;#NV;#NV;;;;2.857142857;40;2.6019;0.185847606;0.10908;1.6438;22.051
813;1;b-staggered;14;2.433333333;0.35;0.025;0.08;10.14788293;1102;983;1058;813;-226113;29691;6527;42605935;16789;3691;13623757;235050;;671571;223022;12032;94.88%;5.12%;;;;2.857142857;40;2.3861;0.17043664;0.18261;2.7571;26.422
814;1;b-staggered;14;2.838888889;0.35;0.025;0.08;10.15698555;1095;993;1069;814;-247106;31360;6742;45459614;17733;3813;14536255;248265;;709328;231397;16869;93.21%;6.79%;;;;2.857142857;40;2.0468;0.146200275;0.20246;3.058;27.542
815;1;b-staggered;14;3.244444444;0.35;0.025;0.08;10.81111395;1092;998;1079;815;-237933;32216;7269;52832887;18217;4110;16893947;255044;;728698;237537;17513;93.14%;6.87%;;;;2.857142857;40;1.7923;0.128024806;0.21357;3.227;28.095
816;1;b-staggered;14;3.447222222;0.35;0.025;0.08;10.49540788;1094;1000;1089;816;-243163;32586;7718;59566935;18427;4364;19047239;257972;;737063;240874;17100;93.37%;6.63%;;;;2.857142857;40;1.6876;0.120546392;0.21872;3.3055;28.329
817;1;b-staggered;14;1.013888889;0.42;0.03;0.08;19.44406007;1176;903;1027;775;-128219;18582;11372;129314147;10508;6430;41349752;147111;;350264;144556;1614;98.26%;1.10%;;;;2.380952381;33.33333333;5.5494;0.396385502;0.085156;1.2859;18.288
818;1;b-staggered;14;1.216666667;0.42;0.03;0.08;18.67487863;1162;938;1050;818;-169772;22975;9500;90244730;12992;5372;28856831;181885;;433060;171451;10436;94.26%;5.74%;;;;2.380952381;33.33333333;4.6980;0.335572587;0.11813;1.7831;21.557
819;1;b-staggered;14;1.419444444;0.42;0.03;0.08;18.17823945;1150;958;1056;819;-201256;25761;7976;63623639;14567;4510;20344419;203941;;485574;191967;11976;94.13%;5.87%;;;;2.380952381;33.33333333;4.0607;0.290047278;0.14242;2.1496;23.619
820;1;b-staggered;14;1.622222222;0.42;0.03;0.08;17.62011357;1141;968;1058;820;-215794;27305;7147;51081752;15441;4042;16334001;216167;;514684;204608;11561;94.65%;5.35%;;;;2.380952381;33.33333333;3.5666;0.254758127;0.15663;2.3641;24.727
821;1;b-staggered;14;1.825;0.42;0.03;0.08;16.58021181;1134;976;1059;821;-227965;28439;6765;45761332;16082;3825;14632733;225145;;536059;214272;10877;95.17%;4.83%;;;;2.380952381;33.33333333;3.1755;0.22682038;0.16867;2.5461;25.529
822;1;b-staggered;14;1.925;0.42;0.03;0.08;16.32870448;1133;980;1061;822;-227998;29203;6653;44268403;16513;3762;14155351;231186;;550444;220032;11158;95.17%;4.83%;;;;2.380952381;33.33333333;3.0098;0.214987042;0.17694;2.6713;26.05
823;1;b-staggered;14;2.027777778;0.42;0.03;0.08;15.76502641;1130;985;1062;823;-232886;29962;6573;43205406;16943;3717;13815445;237202;;564766;225801;11405;95.19%;4.81%;;;;2.380952381;33.33333333;2.8604;0.204314973;0.18548;2.8007;26.57
824;#NV;b-staggered;14;2.230555556;0.42;0.03;0.08;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;;#NV;#NV;#NV;#NV;#NV;;;;2.380952381;33.33333333;2.6019;0.185847606;0.10289;1.5506;21.518
825;1;b-staggered;14;2.433333333;0.42;0.03;0.08;15.06783467;1117;996;1064;825;-244445;31887;6602;43592874;18031;3734;13939342;252437;;601041;239824;12619;95.00%;5.00%;;;;2.380952381;33.33333333;2.3861;0.17043664;0.20822;3.1453;27.872
826;1;b-staggered;14;2.838888889;0.42;0.03;0.08;15.00844795;1110;1008;1074;826;-270520;33876;6689;44742037;19156;3782;14306801;268183;;638531;249319;18865;92.97%;7.03%;;;;2.380952381;33.33333333;2.0468;0.146200275;0.23289;3.52;29.181
827;1;b-staggered;14;3.244444444;0.42;0.03;0.08;16.20535358;1108;1014;1089;827;-261710;34950;7121;50702446;19764;4027;16212713;276690;;658785;256956;19741;92.87%;7.13%;;;;2.380952381;33.33333333;1.7923;0.128024806;0.24649;3.7269;29.863
828;1;b-staggered;14;3.447222222;0.42;0.03;0.08;15.9024208;1109;1015;1100;828;-269993;35198;7588;57570821;19903;4291;18408958;278649;;663449;259707;18947;93.20%;6.80%;;;;2.380952381;33.33333333;1.6876;0.120546392;0.25056;3.7891;30.019
829;1;b-staggered;14;1.013888889;0.49;0.035;0.08;27.03820332;1183;906;1033;773;-127457;19102;11631;135272298;10802;6577;43254943;151224;;308621;148707;1706;98.34%;1.13%;;;;2.040816327;28.57142857;5.5494;0.396385502;0.089108;1.3457;18.56
830;1;b-staggered;14;1.216666667;0.49;0.035;0.08;26.08850417;1168;945;1059;830;-183342;24069;9645;93032561;13610;5454;29748273;190543;;388864;178876;11669;93.88%;6.12%;;;;2.040816327;28.57142857;4.6980;0.335572587;0.12808;1.9335;22.279
831;1;b-staggered;14;1.419444444;0.49;0.035;0.08;25.41122131;1157;967;1065;831;-221415;27065;8024;64380005;15305;4537;20586276;214264;;437273;200993;13271;93.81%;6.19%;;;;2.040816327;28.57142857;4.0607;0.290047278;0.15548;2.3472;24.488
832;1;b-staggered;14;1.622222222;0.49;0.035;0.08;24.14564348;1150;977;1068;832;-237052;28674;7239;52400624;16215;4093;16755726;227004;;463273;214331;12676;94.42%;5.58%;;;;2.040816327;28.57142857;3.5666;0.254758127;0.17136;2.5871;25.638
833;1;b-staggered;14;1.825;0.49;0.035;0.08;22.87099158;1143;984;1070;833;-248580;29782;6857;47013199;16841;3877;15033032;235771;;481166;224208;11567;95.10%;4.91%;;;;2.040816327;28.57142857;3.1755;0.22682038;0.18335;2.7686;26.413
834;1;b-staggered;14;1.925;0.49;0.035;0.08;22.16899365;1144;990;1073;834;-249301;30669;6759;45686663;17343;3822;14608856;242799;;495509;230826;11978;95.07%;4.93%;;;;2.040816327;28.57142857;3.0098;0.214987042;0.19342;2.921;27.018
835;1;b-staggered;14;2.027777778;0.49;0.035;0.08;21.65159749;1139;993;1073;835;-252631;31207;6659;44340265;17647;3765;14178330;247058;;504200;235161;11902;95.18%;4.82%;;;;2.040816327;28.57142857;2.8604;0.204314973;0.1996;3.0147;27.389
836;#NV;b-staggered;14;2.230555556;0.49;0.035;0.08;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;;#NV;#NV;#NV;#NV;#NV;;;;2.040816327;28.57142857;2.6019;0.185847606;0.11532;1.7383;22.392
837;1;b-staggered;14;2.433333333;0.49;0.035;0.08;20.08959176;1128;1007;1078;837;-269190;33579;6558;43009795;18988;3708;13752896;265834;;542517;251544;14294;94.62%;5.38%;;;;2.040816327;28.57142857;2.3861;0.17043664;0.22851;3.4533;28.976
838;1;b-staggered;14;2.838888889;0.49;0.035;0.08;20.7955805;1122;1020;1090;838;-290952;35896;6663;44392840;20298;3768;14195141;284174;;579946;263325;20851;92.66%;7.34%;;;;2.040816327;28.57142857;2.0468;0.146200275;0.25803;3.9018;30.482
839;1;b-staggered;14;3.244444444;0.49;0.035;0.08;22.45486585;1121;1027;1098;839;-282906;37213;6997;48954233;21043;3956;15653701;294606;;601237;272615;22000;92.54%;7.47%;;;;2.040816327;28.57142857;1.7923;0.128024806;0.27615;4.1777;31.327
840;1;b-staggered;14;3.447222222;0.49;0.035;0.08;22.78943738;1126;1027;1109;840;-304415;37182;7461;55659802;21025;4219;17797887;294356;;600726;272329;22032;92.52%;7.48%;;;;2.040816327;28.57142857;1.6876;0.120546392;0.27596;4.1752;31.289
841;1;c-aligned;15;1.013888889;0.075;0.005;0.08;0.452001569;1118;858;934;778;-74243;9410;6361;40457949;5321;3597;12936916;79817;;1064224;77555;573;97.17%;0.72%;;;;13.33333333;200;6.2557;0.446837486;0.03119;0.47266;13.193
842;1;c-aligned;15;1.216666667;0.075;0.005;0.08;0.339790197;1087;866;929;797;-92482;10903;5165;26675514;6165;2921;8529970;92479;;1233047;86697;5782;93.75%;6.25%;;;;13.33333333;200;5.3562;0.38258442;0.034451;0.52149;13.91
843;1;c-aligned;15;1.419444444;0.075;0.005;0.08;0.316592824;1060;870;931;819;-94280;11313;4348;18901342;6397;2458;6044047;95959;;1279450;89850;6109;93.63%;6.37%;;;;13.33333333;200;4.6294;0.330669927;0.035914;0.54336;14.276
844;1;c-aligned;15;1.622222222;0.075;0.005;0.08;0.312321922;1040;873;929;834;-99174;11689;3833;14688594;6610;2167;4696939;99145;;1321939;92555;6591;93.35%;6.65%;;;;13.33333333;200;4.0647;0.290337876;0.037122;0.56144;14.56
845;1;c-aligned;15;1.825;0.075;0.005;0.08;0.30076061;1024;875;931;844;-101334;11948;3732;13927692;6756;2110;4453627;101343;;1351237;94653;6690;93.40%;6.60%;;;;13.33333333;200;3.6195;0.25853857;0.038186;0.57739;14.745
846;1;c-aligned;15;1.925;0.075;0.005;0.08;0.296974773;1017;876;933;846;-102265;12058;3760;14137958;6818;2126;4520863;102274;;1363659;95554;6720;93.43%;6.57%;;;;13.33333333;200;3.4310;0.245070101;0.038793;0.58652;14.824
847;1;c-aligned;15;2.027777778;0.075;0.005;0.08;0.295754367;1008;876;938;846;-101001;12138;3971;15772681;6864;2246;5043601;102955;;1372733;96274;6681;93.51%;6.49%;;;;13.33333333;200;3.2609;0.232919236;0.039456;0.5965;14.881
848;1;c-aligned;15;2.230555556;0.075;0.005;0.08;0.288562141;998;878;941;847;-104606;12334;4077;16622137;6974;2305;5315224;104617;;1394893;97826;6791;93.51%;6.49%;;;;13.33333333;200;2.9664;0.211883626;0.040691;0.61506;15.02
849;1;c-aligned;15;2.433333333;0.075;0.005;0.08;0.29031064;987;879;950;846;-105199;12481;4480;20069486;7058;2533;6417583;105865;;1411535;99044;6821;93.56%;6.44%;;;;13.33333333;200;2.7205;0.194322697;0.041888;0.63309;15.118
850;1;c-aligned;15;2.838888889;0.075;0.005;0.08;0.29843574;971;880;967;844;-107725;12702;5373;28868704;7183;3038;9231281;107738;;1436513;100799;6940;93.56%;6.44%;;;;13.33333333;200;2.3338;0.166697921;0.044459;0.67191;15.266
851;1;c-aligned;15;3.244444444;0.075;0.005;0.08;0.317596509;962;880;990;840;-108462;12789;6658;44333259;7232;3765;14176348;108476;;1446349;101447;7029;93.52%;6.48%;;;;13.33333333;200;2.0437;0.145978113;0.047522;0.71833;15.328
852;1;c-aligned;15;3.447222222;0.075;0.005;0.08;0.337683465;961;880;1005;837;-108389;12780;7367;54272783;7227;4166;17354687;108403;;1445369;101366;7037;93.51%;6.49%;;;;13.33333333;200;1.9243;0.137452216;0.049112;0.74252;15.328
853;1;c-aligned;15;1.013888889;0.15;0.01;0.08;2.101776626;1138;880;964;779;-98560;12755;8263;68274242;7213;4672;21831510;108191;;721275;104678;1834;96.75%;1.70%;;;;6.666666667;100;6.2557;0.446837486;0.046563;0.7037;15.045
854;1;c-aligned;15;1.216666667;0.15;0.01;0.08;1.150248276;1163;902;973;809;-137177;16177;7157;51216389;9148;4047;16377351;137219;;914795;129001;8218;94.01%;5.99%;;;;6.666666667;100;5.3562;0.38258442;0.062929;0.94974;17.122
855;1;c-aligned;15;1.419444444;0.15;0.01;0.08;2.02156764;1095;901;972;839;-129461;15879;5873;34492951;8979;3321;11029534;134686;;897908;126312;8375;93.78%;6.22%;;;;6.666666667;100;4.6294;0.330669927;0.06068;0.91574;17.126
856;1;c-aligned;15;1.622222222;0.15;0.01;0.08;1.032855243;1110;915;969;856;-150028;17698;4691;22003865;10008;2653;7036127;150119;;1000791;140726;9390;93.74%;6.25%;;;;6.666666667;100;4.0647;0.290337876;0.070991;1.0706;18.404
857;1;c-aligned;15;1.825;0.15;0.01;0.08;0.991445162;1091;918;970;857;-154357;18197;4288;18382749;10290;2425;5878211;154350;;1029001;144780;9571;93.80%;6.20%;;;;6.666666667;100;3.6195;0.25853857;0.073958;1.1152;18.78
858;1;c-aligned;15;1.925;0.15;0.01;0.08;0.974456721;1083;920;971;858;-156218;18418;4207;17700575;10415;2379;5660074;156225;;1041503;146576;9649;93.82%;6.18%;;;;6.666666667;100;3.4310;0.245070101;0.075351;1.1361;18.937
859;1;c-aligned;15;2.027777778;0.15;0.01;0.08;-3.258689297;1100;930;960;859;-189170;19962;1719;2954600;11288;972;944789;169318;;1128786;154359;15180;91.17%;8.97%;;;;6.666666667;100;3.2609;0.232919236;0.085544;1.2893;20.063
860;1;c-aligned;15;2.230555556;0.15;0.01;0.08;0.941755845;1061;924;976;860;-161100;18993;4285;18362736;10740;2423;5871811;161105;;1074032;151265;9840;93.89%;6.11%;;;;6.666666667;100;2.9664;0.211883626;0.079756;1.2025;19.341
861;1;c-aligned;15;2.433333333;0.15;0.01;0.08;1.695985804;1031;922;1008;861;-155845;18874;5820;33877573;10673;3291;10832759;160093;;1067288;150480;9614;94.00%;6.01%;;;;6.666666667;100;2.7205;0.194322697;0.081406;1.2278;19.255
862;1;c-aligned;15;2.838888889;0.15;0.01;0.08;0.969818108;1026;929;997;862;-168396;19854;5319;28293559;11227;3008;9047368;168405;;1122697;158180;10225;93.93%;6.07%;;;;6.666666667;100;2.3338;0.166697921;0.08804;1.3276;19.926
863;1;c-aligned;15;3.244444444;0.15;0.01;0.08;1.056736096;1011;931;1020;863;-171272;20193;6612;43721607;11419;3739;13980761;171282;;1141882;160628;10654;93.78%;6.22%;;;;6.666666667;100;2.0437;0.145978113;0.093408;1.4091;20.146
864;1;c-aligned;15;3.447222222;0.15;0.01;0.08;1.133300181;1004;931;1038;864;-172212;20304;7505;56318290;11482;4244;18008775;172223;;1148154;161249;10974;93.63%;6.37%;;;;6.666666667;100;1.9243;0.137452216;0.096289;1.453;20.215
865;1;c-aligned;15;1.013888889;0.225;0.015;0.08;5.108104712;1149;893;979;779;-115400;14890;9396;88283096;8420;5313;28229582;126298;;561322;121262;3696;96.01%;2.93%;;;;4.444444444;66.66666667;6.2557;0.446837486;0.058512;0.8836;16.209
866;1;c-aligned;15;1.216666667;0.225;0.015;0.08;2.394226508;1226;929;1011;820;-173120;20432;8731;76236398;11554;4937;24377944;173311;;770270;163077;10235;94.10%;5.91%;;;;4.444444444;66.66666667;5.3562;0.38258442;0.093298;1.4076;19.75
867;1;c-aligned;15;1.419444444;0.225;0.015;0.08;4.928968179;1113;922;993;852;-153478;18948;6482;42016086;10714;3665;13435146;160716;;714291;151713;9004;94.40%;5.60%;;;;4.444444444;66.66666667;4.6294;0.330669927;0.080592;1.2155;19.071
868;1;c-aligned;15;1.622222222;0.225;0.015;0.08;4.728050129;1102;932;994;868;-163603;20366;5781;33423769;11516;3269;10687650;172747;;767764;163222;9526;94.49%;5.51%;;;;4.444444444;66.66666667;4.0647;0.290337876;0.090725;1.368;20.106
869;1;c-aligned;15;1.825;0.225;0.015;0.08;2.055338205;1153;951;1004;869;-198078;23358;4834;23369543;13208;2734;7472827;198125;;880558;186312;11813;94.04%;5.96%;;;;4.444444444;66.66666667;3.6195;0.25853857;0.11514;1.7361;22.173
870;1;c-aligned;15;1.925;0.225;0.015;0.08;4.353238661;1084;943;1008;870;-175238;21995;5602;31379675;12438;3168;10034026;186563;;829170;176469;10095;94.59%;5.41%;;;;4.444444444;66.66666667;3.4310;0.245070101;0.10473;1.5793;21.274
871;1;c-aligned;15;2.027777778;0.225;0.015;0.08;4.277614326;1100;943;983;871;-195988;21964;2099;4405338;12420;1187;1408689;186300;;828001;157938;29704;84.78%;15.94%;;;;4.444444444;66.66666667;3.2609;0.232919236;0.10125;1.526;21.379
872;1;c-aligned;15;2.230555556;0.225;0.015;0.08;1.956425394;1122;959;1006;872;-207922;24514;4554;20741057;13862;2575;6632322;207930;;924132;195693;12237;94.11%;5.89%;;;;4.444444444;66.66666667;2.9664;0.211883626;0.12582;1.8972;23.007
873;1;c-aligned;15;2.433333333;0.225;0.015;0.08;3.948161007;1058;952;1030;873;-191339;23547;6037;36446782;13315;3414;11654294;199728;;887681;189011;10719;94.63%;5.37%;;;;4.444444444;66.66666667;2.7205;0.194322697;0.11957;1.8034;22.349
874;1;c-aligned;15;2.838888889;0.225;0.015;0.08;1.995611001;1087;966;1023;874;-218922;25810;5283;27905269;14595;2987;8923206;218923;;972992;206077;12846;94.13%;5.87%;;;;4.444444444;66.66666667;2.3338;0.166697921;0.13953;2.1047;23.879
875;1;c-aligned;15;3.244444444;0.225;0.015;0.08;2.198792134;1069;969;1046;875;-223949;26403;6415;41154048;14930;3628;13159739;223954;;995351;210370;13584;93.93%;6.07%;;;;4.444444444;66.66666667;2.0437;0.145978113;0.14759;2.2271;24.267
876;1;c-aligned;15;3.447222222;0.225;0.015;0.08;2.394634007;1060;971;1060;876;-226213;26670;7303;53338863;15081;4130;17056050;226219;;1005416;211986;14232;93.71%;6.29%;;;;4.444444444;66.66666667;1.9243;0.137452216;0.15209;2.2958;24.43
877;1;c-aligned;15;1.013888889;0.3;0.02;0.08;9.519910055;1160;904;994;779;-129980;16524;10293;105945600;9344;5820;33877380;140158;;467195;133565;5272;95.30%;3.76%;;;;3.333333333;50;6.2557;0.446837486;0.068802;1.0386;17.148
878;1;c-aligned;15;1.216666667;0.3;0.02;0.08;9.318546364;1142;922;1013;824;-152806;19136;8548;73072676;10821;4834;23365862;162310;;541035;152980;9334;94.25%;5.75%;;;;3.333333333;50;5.3562;0.38258442;0.083994;1.2673;18.959
879;1;c-aligned;15;1.419444444;0.3;0.02;0.08;8.956135614;1128;937;1017;865;-174317;21380;6989;48843560;12090;3952;15618312;181349;;604498;171104;10248;94.35%;5.65%;;;;3.333333333;50;4.6294;0.330669927;0.10002;1.5086;20.654
880;1;c-aligned;15;1.622222222;0.3;0.02;0.08;8.588869545;1117;949;1019;880;-188422;23035;6163;37985664;13026;3485;12146370;195383;;651275;184951;10433;94.66%;5.34%;;;;3.333333333;50;4.0647;0.290337876;0.1138;1.7163;21.87
881;1;c-aligned;15;1.825;0.3;0.02;0.08;8.187448146;1107;958;1022;881;-200435;24374;5875;34514783;13783;3322;11036514;206744;;689148;195955;10791;94.78%;5.22%;;;;3.333333333;50;3.6195;0.25853857;0.12606;1.9014;22.832
882;1;c-aligned;15;1.925;0.3;0.02;0.08;7.999462204;1103;962;1023;882;-201904;24985;5850;34218457;14128;3308;10941761;211926;;706419;201046;10882;94.87%;5.13%;;;;3.333333333;50;3.4310;0.245070101;0.13174;1.987;23.256
883;1;c-aligned;15;2.027777778;0.3;0.02;0.08;7.914305227;1099;965;1024;883;-205137;25559;5818;33849828;14453;3290;10823887;216791;;722636;205777;11017;94.92%;5.08%;;;;3.333333333;50;3.2609;0.232919236;0.1375;2.0741;23.654
884;1;c-aligned;15;2.230555556;0.3;0.02;0.08;7.436962648;1090;971;1035;884;-211486;26484;5992;35909563;14976;3389;11482512;224641;;748803;213430;11213;95.01%;4.99%;;;;3.333333333;50;2.9664;0.211883626;0.14726;2.2218;24.285
885;1;c-aligned;15;2.433333333;0.3;0.02;0.08;7.216463657;1080;974;1043;885;-221901;27042;6136;37644682;15292;3469;12037337;229375;;764582;217510;11867;94.83%;5.17%;;;;3.333333333;50;2.7205;0.194322697;0.15324;2.3124;24.664
886;1;c-aligned;15;2.838888889;0.3;0.02;0.08;6.210725439;1129;1004;1092;886;-75215;32177;6620;43818798;18196;3743;14011856;272936;;909785;259342;13593;95.02%;4.98%;;;;3.333333333;50;2.3338;0.166697921;0.21169;3.1982;28.069
887;1;c-aligned;15;3.244444444;0.3;0.02;0.08;5.39590536;1117;1010;1100;887;-128079;33298;7322;53605988;18829;4140;17141488;282441;;941470;266823;15616;94.47%;5.53%;;;;3.333333333;50;2.0437;0.145978113;0.22625;3.4196;28.794
888;1;c-aligned;15;3.447222222;0.3;0.02;0.08;7.974679429;1072;987;1072;888;-242738;29401;7273;52890735;16626;4112;16912445;249386;;831285;231023;18363;92.64%;7.36%;;;;3.333333333;50;1.9243;0.137452216;0.18125;2.7371;26.236
889;1;c-aligned;15;1.013888889;0.375;0.025;0.08;15.38536445;1168;912;1007;780;-143087;17755;10922;119292995;10040;6176;38145370;150603;;401607;142199;7295;94.42%;4.84%;;;;2.666666667;40;6.2557;0.446837486;0.076775;1.1589;17.823
