Design, Name, Performance, WallTemperature, tubeRadius, Conversion_CH4_outlet, Delta_Energy_Balance, Delta_Mass_Balance, Delta_p_abs, Density_inlet, Dynamic_Viscosity_inlet, Mach_Number_tube_inlet, p_abs_avg_inlet, p_abs_avg_outlet, Re_Particle_Number_inlet, Re_Tuble_Number_inlet, Selectivity_CO_outlet, Stoich_Number_outlet, T_avg_outlet, v_avg_outlet, v_inlet, Wall_Heat_Flux_avg, x_avg_CH4_outlet, x_avg_CO2_outlet, x_avg_CO_outlet, x_avg_H2_outlet, x_avg_H2O_outlet, Yield_CO_outlet,TotalHeatFlux, TotalHeatFlux(1rad), MassFlowAtInlet, MassFlowAtOutlet
120, Design 120,1,1000,0.07,0.476746,-12.5655,2.09E-09,93208.2,7.08673,1.23E-05,0.00141768,2.94E+06,2.84E+06,1919.3,69094.9,0.357081,2.64978,994.203,1.36333,0.952188,-30447.7,0.105215,0.0710975,0.0343149,0.350417,0.438956,0.170237,-167394.738,-26641.7,-0.0165326,0.0165326
131, Design 131,1,1050,0.07,0.586695,-7.60957,5.49E-12,100562,7.10448,1.23E-05,0.00141687,2.94E+06,2.84E+06,1924.11,69267.9,0.459725,2.71047,1041.07,1.49444,0.952188,-39641.3,0.0795876,0.0701018,0.0520193,0.401108,0.397183,0.269718,-217939.1939,-34686.1,-0.016574,0.016574
142, Design 142,1,1100,0.07,0.698956,-8.58342,4.14E-10,108249,7.12303,1.23E-05,0.00141609,2.95E+06,2.84E+06,1929.13,69448.8,0.554536,2.75389,1087.73,1.63314,0.952188,-49222.6,0.0555685,0.0661601,0.0716236,0.445602,0.361046,0.387596,-270615.5345,-43069.8,-0.0166173,0.0166173
153, Design 153,1,1150,0.07,0.803128,-9.12302,1.17E-10,116082,7.14194,1.23E-05,0.00141534,2.96E+06,2.84E+06,1934.25,69633.2,0.634586,2.78391,1135.16,1.77454,0.952188,-58571,0.0349946,0.0605312,0.0906692,0.481459,0.332346,0.509654,-322010.7337,-51249.6,-0.0166614,0.0166614
164, Design 164,1,1200,0.07,0.887698,-7.39498,1.07E-09,123844,7.16067,1.23E-05,0.00141461,2.97E+06,2.84E+06,1939.33,69815.8,0.697586,2.80335,1184.7,1.91265,0.952188,-67006.9,0.0193796,0.0544468,0.106936,0.506861,0.312376,0.619246,-368389.4377,-58631,-0.0167051,0.0167051
175, Design 175,1,1250,0.07,0.944678,-4.99982,6.16E-10,131381,7.17887,1.23E-05,0.00141389,2.97E+06,2.84E+06,1944.26,69993.2,0.744799,2.81462,1237.41,2.04226,0.952188,-74047.4,0.00936272,0.0487645,0.11915,0.52138,0.301343,0.703595,-407097.0008,-64791.5,-0.0167476,0.0167476
186, Design 186,1,1300,0.07,0.975115,30.7357,-1.53E-09,138634,7.19637,1.23E-05,0.00141321,2.98E+06,2.84E+06,1949,70163.9,0.779367,2.82019,1292.45,2.16039,0.952188,-79613.1,0.00416847,0.0439213,0.127378,0.52702,0.297512,0.759973,-437696.1133,-69661.5,-0.0167884,0.0167884
197, Design 197,1,1350,0.07,0.988717,168.017,5.37E-09,145612,7.21322,1.23E-05,0.00141253,2.99E+06,2.84E+06,1953.56,70328.1,0.805167,2.82257,1347.23,2.26754,0.952188,-84030.7,0.00188152,0.0399686,0.132822,0.527682,0.297645,0.796082,-461983.1378,-73526.9,-0.0168277,0.0168277
208, Design 208,1,1400,0.07,0.994385,104.247,-1.30E-08,152324,7.22942,1.23E-05,0.00141189,3.00E+06,2.84E+06,1957.95,70486.1,0.824566,2.82353,1397.93,2.36261,0.952188,-87943.4,0.000934585,0.0368662,0.136542,0.526489,0.299168,0.819936,-483494.251,-76950.5,-0.0168655,0.0168655
219, Design 219,1,1450,0.07,0.997092,101.605,1.54E-09,158856,7.24518,1.23E-05,0.00141126,3.00E+06,2.84E+06,1962.22,70639.8,0.8411,2.82398,1448.55,2.4557,0.952188,-91612.8,0.000483543,0.0341706,0.139532,0.524702,0.301112,0.838654,-503667.674,-80161.2,-0.0169023,0.0169023
230, Design 230,1,1500,0.07,0.998424,71.3725,1.69E-09,165265,7.26065,1.23E-05,0.00141065,3.01E+06,2.84E+06,1966.41,70790.6,0.855404,2.82421,1498.73,2.54731,0.952188,-95217.3,0.000261872,0.0318166,0.14203,0.522796,0.303096,0.854057,-523484.2122,-83315.1,-0.0169384,0.0169384
241, Design 241,1,1550,0.07,0.999109,7.14367,-1.07E-09,171598,7.27594,1.23E-05,0.00141006,3.01E+06,2.84E+06,1970.55,70939.7,0.867941,2.82434,1548.42,2.63792,0.952188,-98809.6,0.000148066,0.0297443,0.144176,0.520954,0.304978,0.867167,-543234.1486,-86458.4,-0.016974,0.016974
252, Design 252,1,1600,0.07,0.999473,-149.881,-8.59E-09,177881,7.2911,1.23E-05,0.0014095,3.02E+06,2.84E+06,1974.65,71087.5,0.878903,2.82445,1597.06,2.72679,0.952188,-102441,8.76E-05,0.0279278,0.14603,0.519263,0.306691,0.878439,-563199.5982,-89636,-0.0170094,0.0170094
263, Design 263,1,1650,0.07,0.999678,-337.212,7.18E-08,184131,7.30619,1.23E-05,0.00140895,3.03E+06,2.84E+06,1978.74,71234.6,0.888751,2.82454,1645.84,2.81609,0.952188,-106128,5.34E-05,0.0262941,0.147685,0.517703,0.308265,0.888465,-583466.6407,-92861.6,-0.0170446,0.0170447
274, Design 274,1,1700,0.07,0.999799,-531.698,-8.39E-10,190366,7.32124,1.23E-05,0.00140843,3.03E+06,2.84E+06,1982.82,71381.3,0.897663,2.82461,1694.84,2.90605,0.952188,-109856,3.34E-05,0.0248146,0.149175,0.516269,0.309708,0.897483,-603967.4177,-96124.4,-0.0170797,0.0170797
285, Design 285,1,1750,0.07,0.999872,-636.101,3.89E-09,196618,7.33633,1.23E-05,0.00140792,3.04E+06,2.84E+06,1986.9,71528.5,0.905826,2.82464,1744.49,2.99741,0.952188,-113546,2.13E-05,0.0234592,0.150538,0.514939,0.311043,0.90571,-624248.9116,-99352.3,-0.0171149,0.0171149
296, Design 296,1,1800,0.07,0.999915,-872.752,1.26E-07,202855,7.35139,1.23E-05,0.00140742,3.05E+06,2.84E+06,1990.98,71675.3,0.913073,2.8247,1793.13,3.08735,0.952188,-117343,1.41E-05,0.0222556,0.151745,0.513754,0.312232,0.912995,-645126.0514,-102675,-0.01715,0.0171502
